post_id,platform,platform_post_id,post_url,created_at,day_of_week,post_hour,post_type,media_type,caption,hashtags,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards
198,Twitter,tw_3696189599148241,https://twitter.com/lighthouse_ph/status/8479156916662274171,2023-12-15 10:20:00,Friday,10,FundraisingAppeal,Text,"No budget, no meals. No meals, no hope. We're short P21,000 this month. Our girls can't wait. https://lighthouse.ph/donate?utm_source=twitter","#HopeForGirls, #GiveHope, #YearEndHope",3,2,True,LearnMore,Education,Grateful,141,False,,False,,2549,1952,167,71,48,20,106,,0.1374,84,10,7813.68,1222,,,,
109,WhatsApp,wa_7671706236188093,https://whatsapp.com/channel/lighthouse_ph/7671706236188093,2023-12-16 16:40:00,Saturday,16,Campaign,Reel,"Back to School: Where your P731 can change everything. Our goal is P137,000. We're 55% there. https://lighthouse.ph/donate?utm_source=whatsapp",,0,1,True,SignUp,Reintegration,Hopeful,142,False,,False,,583,420,34,8,5,3,17,527.0,0.0875,11,1,4581.25,1517,,,,13.0
673,Instagram,ig_6497022278304845,https://instagram.com/p/1YcM8-1ceLH,2023-12-16 20:06:00,Saturday,20,ThankYou,Carousel,"Grateful. So grateful. For supporters like you who get it. Thank you. #SafeHaven, #YearEndHope","#SafeHaven, #YearEndHope",2,0,False,,Education,Urgent,94,False,,False,,2711,1574,223,59,64,31,25,,0.163,108,1,4990.54,1833,,,,
353,Instagram,ig_8358705909173715,https://instagram.com/p/qCTABpXryjU,2023-12-18 06:38:00,Monday,6,Campaign,Reel,"GivingTuesday: Where your P1,095 can change everything. Our goal is P147,000. We're 50% there. https://lighthouse.ph/donate?utm_source=instagram","#ProtectChildren, #DonateNow",2,0,True,SignUp,Reintegration,Informative,144,False,Year-End Hope,False,,3619,2280,59,28,14,7,77,4022.0,0.0399,18,3,5737.67,1782,,,,
619,LinkedIn,li_5905718213650036,https://linkedin.com/feed/update/urn:li:activity:5259142545762272944,2023-12-20 23:37:00,Wednesday,23,ThankYou,Text,"Grateful. So grateful. For supporters like you who get it. Thank you. #BreakTheCycle, #GiveHope, #YearEndHope","#BreakTheCycle, #GiveHope, #YearEndHope",3,0,False,,Gratitude,Urgent,109,False,Year-End Hope,True,4611.47,4383,2677,133,30,29,14,51,,0.0625,49,1,13369.98,496,,,,
61,TikTok,tk_1122218923367811,https://tiktok.com/@lighthouse_ph/video/4066564892424950724,2023-12-21 19:44:00,Thursday,19,Campaign,Reel,"The GivingTuesday campaign keeps our lights on and our girls safe. We've raised P87,000 of P81,000. Can we count on you? https://lighthouse.ph/donate?utm_source=tiktok","#SafeHaven, #ChildAbuse, #HumanTrafficking, #Reels",4,0,True,DonateNow,EventRecap,Hopeful,167,False,,False,,10728,7658,1151,297,256,97,253,10599.0,0.18,285,19,92695.63,687,,,,
290,Facebook,fb_7765231803771983,https://facebook.com/lighthouse.ph/posts/7765231803771983,2023-12-22 14:51:00,Friday,14,Campaign,Video,"Our GivingTuesday campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P63,000? https://lighthouse.ph/donate?utm_source=facebook","#BreakTheCycle, #YearEndHope, #OSAEC, #EndViolence",4,1,True,SignUp,Education,Hopeful,176,False,,True,1001.71,14507,10857,778,292,158,59,410,14834.0,0.0839,360,19,46608.61,2479,,,,
784,Twitter,tw_8229002926869184,https://twitter.com/lighthouse_ph/status/5892168632770825757,2023-12-22 17:40:00,Friday,17,ThankYou,Photo,"Grateful. So grateful. For supporters like you who get it. Thank you. #ChildProtection, #YearEndHope, #EndViolence","#ChildProtection, #YearEndHope, #EndViolence",3,0,True,SignUp,AwarenessRaising,Informative,114,False,Year-End Hope,False,,4214,2479,209,32,28,23,136,,0.0924,58,0,0.0,1228,,,,
771,TikTok,tk_5893290429345710,https://tiktok.com/@lighthouse_ph/video/2705938171045011529,2023-12-23 04:47:00,Saturday,4,FundraisingAppeal,Reel,"No budget, no meals. No meals, no hope. We're short P20,000 this month. Our girls can't wait. https://lighthouse.ph/donate?utm_source=tiktok","#SafeHaven, #BeTheChange, #YearEndHope",3,0,True,DonateNow,CampaignLaunch,Celebratory,140,False,,False,,4248,2518,180,20,24,10,90,2305.0,0.0555,30,4,16589.38,930,,,,
603,WhatsApp,wa_1644778318807621,https://whatsapp.com/channel/lighthouse_ph/1644778318807621,2023-12-24 01:48:00,Sunday,1,ImpactStory,Video,"Gabriela's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. ",,0,1,True,DonateNow,Reintegration,Informative,113,True,,False,,1734,970,16,3,10,2,32,821.0,0.0245,3,6,24754.16,1543,,,,26.0
699,LinkedIn,li_3193712403882111,https://linkedin.com/feed/update/urn:li:activity:5131746950197193888,2023-12-24 06:41:00,Sunday,6,EducationalContent,Photo,"Did you know? 1 in 4 girls in developing countries lack formal education That's why education is SO important for at-risk girls. #ProtectChildren, #DonateNow, #YearEndHope","#ProtectChildren, #DonateNow, #YearEndHope",3,0,True,ShareStory,SafehouseLife,Grateful,171,False,,False,,2443,1408,69,22,8,5,73,,0.0501,31,0,0.0,496,,,,
304,LinkedIn,li_4951396382263992,https://linkedin.com/feed/update/urn:li:activity:6061218379114584504,2023-12-25 09:08:00,Monday,9,ImpactStory,Text,"Stories like Camila's remind us why we fight. Thank you for standing with us. #ProtectChildren, #BeTheChange, #ChildRights","#ProtectChildren, #BeTheChange, #ChildRights",3,0,False,,Education,Informative,122,True,Year-End Hope,False,,6267,3696,198,29,74,32,68,,0.0762,60,17,204106.63,463,,,,
801,Facebook,fb_7994853422960021,https://facebook.com/lighthouse.ph/posts/7994853422960021,2023-12-26 05:04:00,Tuesday,5,ThankYou,Photo,"Thank you, Carlos, for believing in our mission. Your support changes lives.","#EndTrafficking, #YearEndHope, #ChildAbuse, #HumanTrafficking",4,0,True,LearnMore,CampaignLaunch,Urgent,76,False,,False,,365,207,5,2,1,0,7,,0.0329,1,0,0.0,2489,,,,
702,Instagram,ig_8929688692131146,https://instagram.com/p/xbAsCw4TEGJ,2023-12-26 23:59:00,Tuesday,23,ImpactStory,Text,"What a year for Elena! Started the program unable to read, now top of her class. Your donations = transformed lives. ",,0,1,True,SignUp,AwarenessRaising,Hopeful,117,True,Year-End Hope,False,,3087,1915,99,13,57,8,87,,0.0661,48,11,25888.3,1833,,,,
193,YouTube,yt_3990908258290508,https://youtube.com/watch?v=inQfdi4qia7,2023-12-28 08:11:00,Thursday,8,Campaign,Video,"Our Back to School campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P92,000? https://lighthouse.ph/donate?utm_source=youtube","#YearEndHope, #EndViolence, #ChildRights",3,0,True,LearnMore,DonorImpact,Grateful,176,False,Year-End Hope,False,,6847,5091,290,58,45,25,170,9513.0,0.0587,55,10,31108.37,572,2064321.0,217.0,320.0,
285,Facebook,fb_1453772599955967,https://facebook.com/lighthouse.ph/posts/1453772599955967,2024-01-02 05:35:00,Tuesday,5,ThankYou,Text,"We couldn't do this without you. Thank you for standing with our girls. #EndTrafficking, #BeTheChange","#EndTrafficking, #BeTheChange",2,0,True,ShareStory,DonorImpact,Emotional,101,False,,False,,1279,735,17,6,6,2,39,,0.0444,10,0,0.0,2479,,,,
152,Facebook,fb_3937325753878097,https://facebook.com/lighthouse.ph/posts/3937325753878097,2024-01-05 19:52:00,Friday,19,ImpactStory,Text,Before: afraid. After: empowered. Valentina's 12-month journey has been incredible. Read more: https://lighthouse.ph/donate?utm_source=facebook,"#ChildRights, #OSAEC",2,2,False,,EventRecap,Grateful,143,True,,False,,2625,1814,141,50,83,16,23,,0.1117,57,14,32593.29,2423,,,,
615,Twitter,tw_3060420851506375,https://twitter.com/lighthouse_ph/status/9884150952806054362,2024-01-12 04:37:00,Friday,4,ImpactStory,Photo,"Camila's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. #HopeForGirls",#HopeForGirls,1,1,False,,CampaignLaunch,Grateful,124,True,,False,,1300,877,18,3,7,1,9,,0.022,8,0,0.0,1228,,,,
716,Facebook,fb_5640801524277543,https://facebook.com/lighthouse.ph/posts/5640801524277543,2024-01-14 17:06:00,Sunday,17,ImpactStory,Photo,Before: afraid. After: empowered. Gabriela's 12-month journey has been incredible. Read more: https://lighthouse.ph/donate?utm_source=facebook,"#HopeForGirls, #MakeADifference",2,0,True,DonateNow,DonorImpact,Hopeful,142,True,,False,,2009,1392,62,16,48,8,52,,0.0781,47,4,12319.53,2489,,,,
809,WhatsApp,wa_6461882964901520,https://whatsapp.com/channel/lighthouse_ph/6461882964901520,2024-01-18 04:48:00,Thursday,4,EventPromotion,Video,You're invited! Community Fair is happening January 27. We'd love to see you there. https://lighthouse.ph/donate?utm_source=whatsapp,,0,1,True,SignUp,AwarenessRaising,Emotional,132,False,,False,,887,506,12,2,4,1,21,862.0,0.0369,3,0,0.0,1543,,,,7.0
630,LinkedIn,li_3470133207337883,https://linkedin.com/feed/update/urn:li:activity:3246571743184144967,2024-01-19 01:59:00,Friday,1,ImpactStory,Photo,"Sometimes the most powerful thing we can do is simply listen. Sofia shared her story with us last week, and we're so proud of her progress. Share her story","#HopeForGirls, #OSAEC, #ChildRights",3,1,False,,Education,Emotional,155,True,,False,,946,599,12,3,5,1,8,,0.0322,4,0,0.0,496,,,,
172,Twitter,tw_6103010523148671,https://twitter.com/lighthouse_ph/status/1423082949849990754,2024-01-19 17:47:00,Friday,17,EventPromotion,Text,Benefit Concert is in 3 days and we're excited! Come support our girls. https://lighthouse.ph/donate?utm_source=twitter,,0,2,True,DonateNow,CampaignLaunch,Emotional,119,False,,False,,1614,1209,208,63,67,19,38,,0.2091,73,1,1522.41,1222,,,,
137,TikTok,tk_1894091463455370,https://tiktok.com/@lighthouse_ph/video/8398298869140348007,2024-01-19 19:12:00,Friday,19,ImpactStory,Reel,"Six months ago, Ana didn't believe in herself. Now watch her SHINE. The change you make is real. https://lighthouse.ph/donate?utm_source=tiktok","#ChildProtection, #BeTheChange, #ChildAbuse, #ChildRights, #Viral",5,1,False,,CampaignLaunch,Informative,143,False,,False,,14498,8232,558,171,77,73,130,10887.0,0.0881,160,13,17031.87,916,,,,
614,Instagram,ig_9341723244451594,https://instagram.com/p/8v5jPWhwthI,2024-01-21 13:26:00,Sunday,13,Campaign,Reel,GivingTuesday is happening NOW. Our girls are counting on us. Donate today: https://lighthouse.ph/donate?utm_source=instagram,"#ProtectChildren, #SpreadTheWord",2,0,True,SignUp,Education,Hopeful,125,False,,False,,16781,9544,760,431,202,139,362,15971.0,0.1563,434,27,70748.97,1833,,,,
254,LinkedIn,li_6952187039271324,https://linkedin.com/feed/update/urn:li:activity:3263206269193477033,2024-01-23 04:26:00,Tuesday,4,EventPromotion,Text,Mark your calendar: Fundraiser Gala on February 01 - it's going to be special. https://lighthouse.ph/donate?utm_source=linkedin,#SpreadTheWord,1,1,True,LearnMore,SafehouseLife,Informative,127,False,,True,2039.6,942,711,16,3,1,1,32,,0.0242,7,0,0.0,463,,,,
584,YouTube,yt_9545324471406237,https://youtube.com/watch?v=l9f3ANQ0LA6,2024-01-23 15:49:00,Tuesday,15,EventPromotion,Reel,FREE EVENT ALERT: Volunteer Day - February 12 - bring your friends! https://lighthouse.ph/donate?utm_source=youtube,"#EndTrafficking, #SpreadTheWord, #Trending",3,0,True,LearnMore,DonorImpact,Emotional,115,False,,True,4691.88,34445,20000,4607,580,773,429,784,17364.0,0.2432,1480,17,42139.48,620,1319664.0,76.0,331.0,
690,TikTok,tk_2809716010237055,https://tiktok.com/@lighthouse_ph/video/5330229389045858666,2024-01-24 21:41:00,Wednesday,21,Campaign,Reel,GivingTuesday is happening NOW. Our girls are counting on us. Donate today: https://lighthouse.ph/donate?utm_source=tiktok,"#HumanTrafficking, #ChildAbuse",2,1,True,SignUp,Reintegration,Grateful,122,False,,False,,15018,9855,1030,146,273,130,477,16465.0,0.1435,473,17,52030.19,930,,,,
110,Instagram,ig_2227594317351165,https://instagram.com/p/yaaYEE3sSTd,2024-01-25 01:04:00,Thursday,1,EducationalContent,Photo,Learn: The biggest barrier to safety for girls in trafficking is lack of education. What we're doing about it: https://lighthouse.ph/donate?utm_source=instagram,#ChildProtection,1,0,True,DonateNow,SafehouseLife,Urgent,160,False,,False,,1895,1154,36,11,6,3,46,,0.0323,10,0,0.0,1782,,,,
465,Twitter,tw_5532555318238880,https://twitter.com/lighthouse_ph/status/7202832377587457432,2024-01-27 08:58:00,Saturday,8,Campaign,Photo,Back to School is happening NOW. Our girls are counting on us. Donate today: https://lighthouse.ph/donate?utm_source=twitter,,0,0,True,SignUp,CampaignLaunch,Informative,124,False,,False,,5950,3432,241,73,35,28,118,,0.0968,51,1,2841.43,1228,,,,
738,Twitter,tw_4600534510706066,https://twitter.com/lighthouse_ph/status/3804415667033925755,2024-01-29 03:49:00,Monday,3,EventPromotion,Video,Mark your calendar: Art Show on February 09 - it's going to be special. https://lighthouse.ph/donate?utm_source=twitter,"#HopeForGirls, #HumanTrafficking, #ChildRights",3,0,False,,Health,Informative,119,False,,False,,1412,949,13,2,2,1,11,1778.0,0.0181,2,0,0.0,1228,,,,
263,Facebook,fb_4219194515239560,https://facebook.com/lighthouse.ph/posts/4219194515239560,2024-01-29 09:53:00,Monday,9,EventPromotion,Video,SAVE THE DATE! Join us on February 04 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=facebook,#SurvivorStrong,1,0,True,SignUp,DonorImpact,Emotional,138,False,,True,864.63,10618,7438,888,146,247,61,401,7086.0,0.1262,240,3,14145.1,2479,,,,
797,Twitter,tw_5609603676788790,https://twitter.com/lighthouse_ph/status/4515206464304521297,2024-01-31 09:22:00,Wednesday,9,EventPromotion,Video,SAVE THE DATE! Join us on February 20 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=twitter,,0,0,False,,SafehouseLife,Informative,137,False,,False,,2762,1619,77,16,19,8,20,2838.0,0.064,39,0,0.0,1228,,,,
643,Instagram,ig_4718405466574641,https://instagram.com/p/unUcRexI5wL,2024-02-01 12:25:00,Thursday,12,Campaign,Carousel,"Back to School: Where your P954 can change everything. Our goal is P166,000. We're 43% there. https://lighthouse.ph/donate?utm_source=instagram","#SafeHaven, #DonateNow",2,1,True,SignUp,Reintegration,Celebratory,143,False,,False,,6676,3734,698,113,147,123,176,,0.2478,301,19,52746.01,1833,,,,
451,Facebook,fb_7933343005815797,https://facebook.com/lighthouse.ph/posts/7933343005815797,2024-02-02 09:05:00,Friday,9,EducationalContent,Video,"Our girls are artists, mathematicians, dreamers, leaders. Here's what they're learning this month: #SafeHaven, #SpreadTheWord, #ChildAbuse, #HumanTrafficking","#SafeHaven, #SpreadTheWord, #ChildAbuse, #HumanTrafficking",4,0,True,ShareStory,DonorImpact,Emotional,157,False,,False,,3202,2222,279,113,78,38,83,3986.0,0.1822,127,1,1337.89,2479,,,,
586,Instagram,ig_8702202772246179,https://instagram.com/p/rg-5JxEhDv7,2024-02-02 12:14:00,Friday,12,EducationalContent,Reel,"Myth: Only girls are trafficked. TRUTH: Boys and men are also victims, though girls are disproportionately affected. This is why survivors need trauma-informed care. #EndTrafficking, #GiveHope","#EndTrafficking, #GiveHope",2,1,True,ShareStory,Health,Informative,192,False,,False,,3626,2214,160,64,38,19,69,2385.0,0.0925,78,0,0.0,1833,,,,
798,WhatsApp,wa_2258555828054455,https://whatsapp.com/channel/lighthouse_ph/2258555828054455,2024-02-02 17:23:00,Friday,17,ThankYou,Text,Big thanks to Michael for the recent donation. You're making magic happen. ,,0,2,False,,DonorImpact,Hopeful,75,False,,False,,1796,1138,47,18,13,7,18,,0.0833,31,0,0.0,1543,,,,20.0
30,Instagram,ig_4302134751332998,https://instagram.com/p/lctjvo6X3am,2024-02-04 17:28:00,Sunday,17,EventPromotion,Video,SAVE THE DATE! Join us on February 12 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=instagram,"#EndTrafficking, #BeTheChange, #OSAEC, #EndViolence",4,0,False,,AwarenessRaising,Urgent,139,False,,False,,848,495,33,3,9,2,8,869.0,0.0761,8,0,0.0,1782,,,,
181,WhatsApp,wa_2375193499137773,https://whatsapp.com/channel/lighthouse_ph/2375193499137773,2024-02-04 20:01:00,Sunday,20,Campaign,Video,"Our Summer of Safety campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P96,000? https://lighthouse.ph/donate?utm_source=whatsapp",,0,0,True,LearnMore,Reintegration,Urgent,179,False,,False,,1637,1087,155,39,50,15,53,997.0,0.1846,56,14,61669.4,1517,,,,147.0
49,Instagram,ig_1454451336917157,https://instagram.com/p/4xRAogRzDSj,2024-02-04 20:57:00,Sunday,20,Campaign,Carousel,Join our GivingTuesday campaign! Every peso brings a girl closer to safety and dignity. https://lighthouse.ph/donate?utm_source=instagram,"#SurvivorStrong, #MakeADifference, #HumanTrafficking, #EndViolence",4,1,True,SignUp,Education,Grateful,137,False,,True,452.13,11068,7119,564,125,111,96,241,,0.1375,427,10,46822.26,1782,,,,
208,WhatsApp,wa_7159669320582587,https://whatsapp.com/channel/lighthouse_ph/7159669320582587,2024-02-05 19:47:00,Monday,19,ImpactStory,Text,I wish you could see Josefina's smile today. You made that happen. ,,0,0,False,,Education,Hopeful,67,True,,False,,2316,1629,162,48,74,15,17,,0.1138,48,29,139293.82,1517,,,,178.0
443,Twitter,tw_6845526962639733,https://twitter.com/lighthouse_ph/status/4159236301310323261,2024-02-06 09:43:00,Tuesday,9,FundraisingAppeal,Photo,"Our girls depend on us. We depend on you. We're facing a shortfall of P99,000 this month. Can you step in? https://lighthouse.ph/donate?utm_source=twitter","#ChildProtection, #GiveHope, #ChildRights",3,0,True,ShareStory,AwarenessRaising,Grateful,154,False,,False,,5077,3299,267,52,66,25,171,,0.1135,127,13,51164.04,1228,,,,
362,TikTok,tk_7065950916828519,https://tiktok.com/@lighthouse_ph/video/6770128689974641843,2024-02-07 12:15:00,Wednesday,12,ImpactStory,Reel,"Elena's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. #SafeHaven, #GiveHope, #EndViolence, #HumanTrafficking, #ForYou","#SafeHaven, #GiveHope, #EndViolence, #HumanTrafficking, #ForYou",5,1,True,SignUp,Reintegration,Emotional,173,False,,False,,5809,4414,323,116,119,37,231,5197.0,0.0929,136,12,21795.77,916,,,,
312,Twitter,tw_7087114727108646,https://twitter.com/lighthouse_ph/status/8109925592512373331,2024-02-09 16:13:00,Friday,16,ImpactStory,Reel,"Sometimes the most powerful thing we can do is simply listen. Elena shared her story with us last week, and we're so proud of her progress. Be the change",,0,0,True,DonateNow,SafehouseLife,Grateful,153,True,,False,,3386,1961,118,59,109,18,91,2825.0,0.1163,98,9,7116.87,1228,,,,
638,Twitter,tw_9805241566587797,https://twitter.com/lighthouse_ph/status/7810436538448962321,2024-02-09 23:56:00,Friday,23,Campaign,Photo,Back to School is happening NOW. Our girls are counting on us. Donate today: https://lighthouse.ph/donate?utm_source=twitter,"#SurvivorStrong, #MakeADifference, #OSAEC",3,2,True,DonateNow,Gratitude,Grateful,124,False,,False,,1313,823,28,17,5,3,32,,0.0603,8,0,0.0,1228,,,,
750,Instagram,ig_3277928160133541,https://instagram.com/p/OMYQiU1gRGA,2024-02-10 21:45:00,Saturday,21,EventPromotion,Video,You're invited! Fundraiser Gala is happening February 13. We'd love to see you there. https://lighthouse.ph/donate?utm_source=instagram,"#BeTheChange, #ChildRights, #HumanTrafficking",3,0,True,ShareStory,SafehouseLife,Informative,135,False,,True,1599.73,28855,19177,2366,682,372,189,951,22292.0,0.124,933,4,19601.63,1833,,,,
475,Instagram,ig_5775274110577570,https://instagram.com/p/VtqKnxF0Lqe,2024-02-11 07:45:00,Sunday,7,FundraisingAppeal,Carousel,URGENT: Our food budget is running low. 17 hungry girls are counting on us. Can you help? https://lighthouse.ph/donate?utm_source=instagram,#SpreadTheWord,1,0,True,DonateNow,CampaignLaunch,Celebratory,139,False,,False,,1853,1031,126,22,12,12,49,,0.0949,37,1,1146.06,1796,,,,
548,Instagram,ig_1671624547630730,https://instagram.com/p/xnzTXF80a87,2024-02-11 20:25:00,Sunday,20,Campaign,Reel,"The Summer of Safety campaign keeps our lights on and our girls safe. We've raised P99,000 of P178,000. Can we count on you? https://lighthouse.ph/donate?utm_source=instagram","#EndTrafficking, #MakeADifference, #HumanTrafficking, #ChildAbuse",4,2,True,SignUp,CampaignLaunch,Grateful,174,False,,False,,1463,886,107,17,20,10,41,1104.0,0.1275,22,1,4160.83,1833,,,,
383,Instagram,ig_9220714220308463,https://instagram.com/p/8rjshSsdf-D,2024-02-13 19:02:00,Tuesday,19,EducationalContent,Carousel,"Our girls are artists, mathematicians, dreamers, leaders. Here's what they're learning this month: #SurvivorStrong, #MakeADifference","#SurvivorStrong, #MakeADifference",2,0,False,,Health,Emotional,132,False,,False,,10414,6012,641,163,228,99,89,,0.14,160,4,19653.7,1796,,,,
301,Instagram,ig_1190460494325530,https://instagram.com/p/WG0prEkWIxp,2024-02-14 18:57:00,Wednesday,18,ImpactStory,Carousel,"We don't just provide shelter. We provide HOPE. Meet Maria, whose life changed because someone believed in her. Help more girls today",,0,0,False,,Health,Celebratory,133,True,,False,,4345,2636,405,103,149,47,45,,0.1318,108,13,50542.09,1782,,,,
98,Twitter,tw_3280839730706952,https://twitter.com/lighthouse_ph/status/2589107803935261738,2024-02-15 13:21:00,Thursday,13,ImpactStory,Photo,"Stories like Sofia's remind us why we fight. Thank you for standing with us. #ChildProtection, #SpreadTheWord","#ChildProtection, #SpreadTheWord",2,0,False,,Gratitude,Informative,109,True,,False,,2177,1576,53,9,19,5,23,,0.0449,17,3,6944.4,1222,,,,
340,TikTok,tk_4253577326816919,https://tiktok.com/@lighthouse_ph/video/7793356709815759525,2024-02-17 21:44:00,Saturday,21,FundraisingAppeal,Reel,"Bare walls. Full hearts. Empty wallets. We need P76,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=tiktok","#HopeForGirls, #GiveHope, #ForYou",3,1,True,SignUp,CampaignLaunch,Celebratory,141,False,,False,,13915,10146,2091,384,437,193,539,19162.0,0.25,457,61,209218.45,916,,,,
294,Facebook,fb_5972512360601704,https://facebook.com/lighthouse.ph/posts/5972512360601704,2024-02-20 16:24:00,Tuesday,16,ThankYou,Video,"Grateful. So grateful. For supporters like you who get it. Thank you. #HopeForGirls, #MakeADifference, #OSAEC, #HumanTrafficking","#HopeForGirls, #MakeADifference, #OSAEC, #HumanTrafficking",4,1,False,,Gratitude,Grateful,128,False,,False,,1501,918,21,14,7,2,14,1095.0,0.0461,11,0,0.0,2479,,,,
519,YouTube,yt_8337711959002540,https://youtube.com/watch?v=ors1dwag9ig,2024-02-20 17:50:00,Tuesday,17,ImpactStory,Video,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Change a life today","#MakeADifference, #Trending",2,2,False,,Health,Emotional,215,True,,False,,17010,11336,1125,187,609,99,160,9239.0,0.1284,584,102,373136.92,620,923900.0,100.0,344.0,
691,WhatsApp,wa_1776456854323766,https://whatsapp.com/channel/lighthouse_ph/1776456854323766,2024-02-21 10:54:00,Wednesday,10,FundraisingAppeal,Photo,"No budget, no meals. No meals, no hope. We're short P30,000 this month. Our girls can't wait. https://lighthouse.ph/donate?utm_source=whatsapp",,0,0,True,LearnMore,CampaignLaunch,Emotional,142,False,,False,,1662,1164,221,60,55,15,47,,0.2004,91,49,129936.53,1543,,,,155.0
471,WhatsApp,wa_6804272377153499,https://whatsapp.com/channel/lighthouse_ph/6804272377153499,2024-02-23 10:29:00,Friday,10,ImpactStory,Photo,"It's not magic. It's medicine, school, safety, and LOVE. Maria's transformation started the day she arrived at our door. ",,0,0,False,,Gratitude,Urgent,121,True,,False,,4225,2993,312,103,160,29,36,,0.1336,60,77,141758.05,1543,,,,339.0
521,Instagram,ig_2960736541655778,https://instagram.com/p/4vVdY25L5kv,2024-02-25 20:16:00,Sunday,20,ImpactStory,Photo,"I wish you could see Ana's smile today. You made that happen. #BreakTheCycle, #DonateNow","#BreakTheCycle, #DonateNow",2,2,False,,Health,Urgent,88,True,,True,1316.09,21481,12801,859,453,479,141,147,,0.1173,496,66,236721.17,1833,,,,
352,Instagram,ig_9577072059730354,https://instagram.com/p/--9ekP7nBg-,2024-02-29 12:22:00,Thursday,12,ImpactStory,Video,"We don't just provide shelter. We provide HOPE. Meet Camila, whose life changed because someone believed in her. Share her story",#GiveHope,1,0,False,,SafehouseLife,Informative,128,True,,False,,19706,11604,518,214,282,78,148,19661.0,0.0703,240,57,147191.88,1782,,,,
189,TikTok,tk_2890883280925542,https://tiktok.com/@lighthouse_ph/video/9495207250792472332,2024-02-29 17:32:00,Thursday,17,ImpactStory,Reel,"Six months ago, Sofia didn't believe in herself. Now watch her SHINE. The change you make is real. https://lighthouse.ph/donate?utm_source=tiktok","#ProtectChildren, #MakeADifference, #OSAEC, #ChildRights, #Reels",5,0,True,DonateNow,AwarenessRaising,Informative,145,True,,False,,9465,5664,209,79,120,34,326,11235.0,0.0583,80,28,89607.61,916,,,,
315,Facebook,fb_7149412258503971,https://facebook.com/lighthouse.ph/posts/7149412258503971,2024-03-01 19:09:00,Friday,19,EducationalContent,Video,Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #SurvivorStrong,#SurvivorStrong,1,0,False,,DonorImpact,Emotional,114,False,,False,,10154,6330,477,144,176,62,89,8632.0,0.1335,143,4,19103.03,2479,,,,
75,Instagram,ig_6983943970347549,https://instagram.com/p/HIE_ahXGjuB,2024-03-06 14:33:00,Wednesday,14,EducationalContent,Video,Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #HopeForGirls,#HopeForGirls,1,0,True,SignUp,Education,Celebratory,112,False,,False,,1297,931,159,28,24,11,44,1309.0,0.141,33,0,0.0,1782,,,,
127,Facebook,fb_1608115971404838,https://facebook.com/lighthouse.ph/posts/1608115971404838,2024-03-13 19:30:00,Wednesday,19,EducationalContent,Photo,Learn: The biggest barrier to safety for girls in trafficking is lack of safe housing. What we're doing about it: https://lighthouse.ph/donate?utm_source=facebook,#ProtectChildren,1,3,True,SignUp,Gratitude,Informative,162,False,,False,,4260,3095,152,29,39,23,159,,0.0875,77,0,0.0,2423,,,,
710,Facebook,fb_4861286671588404,https://facebook.com/lighthouse.ph/posts/4861286671588404,2024-03-14 20:33:00,Thursday,20,ImpactStory,Photo,"Elena's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. #BeTheChange",#BeTheChange,1,0,True,DonateNow,Health,Hopeful,122,True,,False,,4675,2723,326,53,163,36,152,,0.1737,160,16,12175.39,2489,,,,
606,Twitter,tw_7014091614270018,https://twitter.com/lighthouse_ph/status/4956067978584833219,2024-03-15 09:26:00,Friday,9,Campaign,Video,Summer of Safety is happening NOW. Our girls are counting on us. Donate today: https://lighthouse.ph/donate?utm_source=twitter,"#OSAEC, #HumanTrafficking",2,1,True,LearnMore,SafehouseLife,Hopeful,126,False,,False,,2105,1484,197,46,23,20,83,2520.0,0.1487,68,1,2045.63,1228,,,,
43,Twitter,tw_2550130294341891,https://twitter.com/lighthouse_ph/status/1416139744698540563,2024-03-15 18:29:00,Friday,18,ImpactStory,Photo,"Sofia's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. ",,0,0,False,,Education,Celebratory,110,True,,True,3383.99,5607,3217,443,83,165,55,48,,0.1939,257,38,56396.66,1041,,,,
